Year,country,gdppc,unempf,unempm,unemp,export,import,polity,polity2
2007,Lithuania,17010.34,0.043,0.043,0.043,17229359325,21129634925,10,10
2008,Lithuania,17599.56,0.056,0.061,0.058,19221688546,23301534677,10,10
2009,Lithuania,15088.92,0.104,0.171,0.137,16771772379,16686862239,10,10
2010,Lithuania,15534.49,0.144,0.212,0.178,19508020519,19631280653,10,10
2011,Lithuania,17839.32,0.13,0.178,0.154,,,10,10
2012,Lithuania,18776.13,0,0,0,,,10,10
1980,Luxembourg,27622.22,0,0,0,11430586157,10763891716,10,10
1981,Luxembourg,27389.18,0,0,0,10879283637,10455563700,10,10
1982,Luxembourg,27676.3,0,0,0,10845174940,10425003755,10,10
1983,Luxembourg,28496,0.05,0.023,0.032,11418863362,10555247330,10,10
1984,Luxembourg,30227.94,0.039,0.021,0.027,13477505385,12023337383,10,10
1985,Luxembourg,31011.83,0.044,0.022,0.03,14663136057,12809019794,10,10
1986,Luxembourg,33955.34,0.041,0.019,0.027,15100262234,13028655609,10,10
1987,Luxembourg,35068.89,0.037,0.017,0.024,15601569637,13980523958,10,10
1988,Luxembourg,37761.87,0.028,0.015,0.019,17329071291,15441636784,10,10
1989,Luxembourg,41060.49,0.024,0.011,0.015,19510529701,16854163247,10,10
1990,Luxembourg,42706.94,0.024,0.012,0.016,20600626001,17696638027,10,10
1991,Luxembourg,45781.16,0.021,0.011,0.015,22492870405,19312293671,10,10
1992,Luxembourg,45999.11,0.027,0.016,0.02,23107163016,18714575341,10,10
1993,Luxembourg,47292.25,0.03,0.019,0.023,24206729446,19691776492,10,10
1994,Luxembourg,48435.12,0.043,0.03,0.035,26068313134,21013240658,10,10
1995,Luxembourg,48443.5,0.044,0.021,0.029,27259861712,21903198528,10,10
1996,Luxembourg,48512.65,0.047,0.025,0.033,27879047903,23082873203,10,10
1997,Luxembourg,50753.03,0.036,0.018,0.025,31048102273,25992886634,10,10
1998,Luxembourg,53379.45,0.042,0.019,0.028,34516987514,29063199522,10,10
1999,Luxembourg,57097.78,0.033,0.017,0.024,39436029448,33369273243,10,10
2000,Luxembourg,61091.23,0.031,0.018,0.023,44403447247,36877456101,10,10
2001,Luxembourg,61888.27,0.022,0.016,0.018,46385489728,39098641994,10,10
2002,Luxembourg,63748.22,0.036,0.019,0.026,47346042879,39400338258,10,10
2003,Luxembourg,64027.14,0.047,0.03,0.037,50574043675,42127170074,10,10
2004,Luxembourg,65882.42,0.071,0.037,0.051,56172959260,47096204547,10,10
2005,Luxembourg,68290.31,0.058,0.035,0.045,58661766900,49054618714,10,10
2006,Luxembourg,70527.15,0.062,0.035,0.047,66252673730,55337014376,10,10
2007,Luxembourg,74021.46,0.047,0.036,0.041,72243819330,60489479182,10,10
2008,Luxembourg,72175.97,0.06,0.043,0.051,75419340397,64207705318,10,10
2009,Luxembourg,67962.64,0.061,0.044,0.051,67174302343,55170123862,10,10
2010,Luxembourg,68678.55,0.051,0.038,0.044,72339203104,61849350843,10,10
2011,Luxembourg,68281.6,0.063,0.038,0.049,76321195841,67140352186,10,10
2012,Luxembourg,66807.96,0,0,0,73934238671,65354051634,10,10
1991,Macedonia,7616.02,0,0,0,1430694788,1470400330,6,6
1992,Macedonia,7157.92,0,0,0,1738241032,1495100950,6,6
1993,Macedonia,6670.38,0,0,0,1786110635,1788210748,6,6
1994,Macedonia,6586.89,0,0,0,1847032683,2110270053,6,6
1995,Macedonia,6519.56,0,0,0,1785887244,2298869910,6,6
1996,Macedonia,6569.44,0,0,0,1555666365,2100313705,6,6
1997,Macedonia,6608.91,0.408,0.33,0.36,2011476610,2654796523,6,6
1998,Macedonia,6759.48,0.376,0.325,0.345,2181517700,2850022896,6,6
1999,Macedonia,6978.7,0.333,0.319,0.324,2331017806,2853258726,6,6
2000,Macedonia,7233.44,0.349,0.305,0.322,2764587118,3669290722,6,6
2001,Macedonia,6862.73,0.32,0.295,0.305,2330546940,3111558532,6,6
2002,Macedonia,6890.13,0.323,0.317,0.319,2211689046,3418015932,9,9
2003,Macedonia,7062.32,0.363,0.37,0.367,2085622771,2898477510,9,9
2004,Macedonia,7371.89,0.378,0.367,0.372,2329640635,3382523254,9,9
2005,Macedonia,7676.84,0.384,0.365,0.373,2641812480,3659890161,9,9
2006,Macedonia,8048.57,0.372,0.353,0.36,2995410755,4171682490,9,9
2007,Macedonia,8531.98,0.355,0.345,0.349,3350384013,4851601772,9,9
2008,Macedonia,8945.14,0.342,0.335,0.338,3118916104,4849505774,9,9
2009,Macedonia,8855.27,0.328,0.318,0.322,2626127359,4156026449,9,9
2010,Macedonia,9104.3,0.322,0.319,0.32,3245893416,4550848961,9,9
2011,Macedonia,9355.53,0.308,0.318,0.314,3612679372,5192518665,9,9
2012,Macedonia,9323.11,0,0,0,3721646265,5070643211,9,9
1980,Madagascar,1268.49,0,0,0,1282226583,2278748959,-6,-6
1981,Madagascar,1115.25,0,0,0,946131291.2,1482292043,-6,-6
1982,Madagascar,1066.89,0,0,0,877072256.7,1423296467,-6,-6
1983,Madagascar,1049.02,0,0,0,768874684.5,1213118026,-6,-6
1984,Madagascar,1039.23,0,0,0,817730977.9,1121863899,-6,-6
1985,Madagascar,1023.14,0,0,0,824476478.7,1254774021,-6,-6
1986,Madagascar,1014.4,0,0,0,796945738.4,1092591971,-6,-6
1987,Madagascar,997.29,0,0,0,828104054.7,1015527945,-6,-6
1988,Madagascar,1001.44,0,0,0,784356822.6,991828152.3,-6,-6
1989,Madagascar,1011.79,0,0,0,1091880472,885694073.4,-6,-6
1990,Madagascar,1012.72,0,0,0,993284203.6,1281606242,-6,-6
1991,Madagascar,920.71,0,0,0,1014563114,1024657525,-88,2
1992,Madagascar,903.85,0,0,0,1019541923,1031108184,9,9
1993,Madagascar,895.07,0,0,0,1074787679,1174920537,9,9
1994,Madagascar,867.28,0,0,0,1183053486,1173670483,9,9
1995,Madagascar,855.06,0,0,0,1222298035,1209088815,9,9
1996,Madagascar,846.37,0,0,0,1276506724,1256455520,9,9
1997,Madagascar,850.28,0,0,0,1228546373,1354063469,8,8
1998,Madagascar,856.17,0,0,0,1173954150,1421102856,7,7
1999,Madagascar,868.32,0,0,0,1354467181,1507901986,7,7
2000,Madagascar,881.8,0.057,0.06,0.058,1537372838,1756960333,7,7
2001,Madagascar,906.6,0.054,0.053,0.053,1684858866,1963661549,7,7
2002,Madagascar,768.03,0,0,0,911613896.7,1474578968,7,7
2003,Madagascar,818.29,0.062,0.038,0.05,1267418778,2312744492,7,7
2004,Madagascar,836.18,0,0,0,1391303959,2517697238,7,7
2005,Madagascar,849.47,0.035,0.017,0.026,1421705193,2295538356,7,7
2006,Madagascar,866.75,0,0,0,1666262174,2407503014,7,7
2007,Madagascar,894.93,0,0,0,2211463177,3088454697,7,7
2008,Madagascar,931.99,0,0,0,2137833252,3895286465,7,7
2009,Madagascar,868.72,0,0,0,2336236837,3487784007,0,0
2010,Madagascar,849.12,0,0,0,,,0,0
2011,Madagascar,841.05,0,0,0,,,3,0
2012,Madagascar,843.2,0,0,0,,,3,0
1980,Malawi,691.5,0,0,0,,,-9,-9
1981,Malawi,637.83,0,0,0,,,-9,-9
1982,Malawi,638.31,0,0,0,,,-9,-9
1983,Malawi,645.14,0.059,0.049,0.054,,,-9,-9
1984,Malawi,657.54,0,0,0,,,-9,-9
1985,Malawi,658.61,0,0,0,,,-9,-9
1986,Malawi,622.63,0,0,0,,,-9,-9
1987,Malawi,595.31,0,0,0,,,-9,-9
1988,Malawi,578.38,0,0,0,,,-9,-9
1989,Malawi,557.17,0,0,0,,,-9,-9
1990,Malawi,567.59,0,0,0,,,-9,-9
1991,Malawi,603.69,0,0,0,,,-9,-9
1992,Malawi,553.58,0,0,0,,,-9,-9
1993,Malawi,604.68,0,0,0,,,-8,-8
1994,Malawi,539.95,0,0,0,,,6,6
1995,Malawi,623.17,0,0,0,,,6,6
1996,Malawi,656.3,0,0,0,,,6,6
1997,Malawi,664.76,0,0,0,,,6,6
1998,Malawi,671.55,0,0,0,,,6,6
1999,Malawi,672.34,0,0,0,,,6,6
2000,Malawi,664.31,0,0,0,,,6,6
2001,Malawi,614.88,0,0,0,,,4,4
2002,Malawi,609.42,0,0,0,,,4,4
2003,Malawi,626.55,0,0,0,628589517.9,1058418077,5,5
2004,Malawi,639.68,0.1,0.054,0.078,654505137.7,1176646415,6,6
2005,Malawi,639.74,0,0,0,662490045.1,1437746761,6,6
2006,Malawi,634.15,0,0,0,655015769.2,1671132020,6,6
2007,Malawi,673.77,0,0,0,959724129.1,1670955468,6,6
2008,Malawi,708.04,0,0,0,1120029111,2380423416,6,6
2009,Malawi,748.97,0,0,0,1152778730,2231819778,6,6
2010,Malawi,774.5,0,0,0,1472879143,2760214007,6,6
2011,Malawi,784.97,0,0,0,1541033116,2520155848,6,6
2012,Malawi,777.2,0,0,0,,,6,6
1980,Malaysia,5063.36,0,0,0,14332074912,13742374690,4,4
1981,Malaysia,5282.59,0,0,0,14212952683,14510692232,4,4
1982,Malaysia,5456.55,0.046,0.027,0.034,15730496008,16506479965,4,4
1983,Malaysia,5648.69,0.047,0.033,0.038,17671304018,17992546843,4,4
1984,Malaysia,5925.81,0.062,0.044,0.05,20106978015,19163124192,4,4
1985,Malaysia,5699.12,0.067,0.05,0.056,20196953272,17278246570,4,4
1986,Malaysia,5602.25,0.081,0.07,0.074,22577501247,16160536801,4,4
1987,Malaysia,5733.86,0.082,0.068,0.073,25864139709,17529946033,4,4
1988,Malaysia,6120.98,0.082,0.067,0.072,28682933013,20985927700,4,4
1989,Malaysia,6485.06,0.065,0.053,0.057,33040959011,26379587737,4,4
1990,Malaysia,6873.68,0.054,0.04,0.045,38928576828,33313601958,4,4
1991,Malaysia,7329.04,0,0,0,45067746459,41711677327,4,4
1992,Malaysia,7774.48,0.042,0.034,0.037,50744386811,44370362634,4,4
1993,Malaysia,8328.54,0.048,0.038,0.041,56601575945,51041547185,4,4
1994,Malaysia,8868.38,0,0,0,69001127226,64126386200,4,4
1995,Malaysia,9496.24,0.038,0.028,0.031,82086865254,79323096202,3,3
1996,Malaysia,10183.51,0.026,0.025,0.025,89661804239,83198452943,3,3
1997,Malaysia,10655.56,0.028,0.022,0.024,94584811197,88044409979,3,3
1998,Malaysia,9628.85,0.033,0.031,0.032,95049367946,71532695457,3,3
1999,Malaysia,9978.36,0.033,0.035,0.034,1.08E+11,79088931963,3,3
2000,Malaysia,10618.97,0.031,0.03,0.03,1.25E+11,98366493902,3,3
2001,Malaysia,10448.66,0.038,0.034,0.035,1.16E+11,90265975583,3,3
2002,Malaysia,10791.8,0.038,0.033,0.035,1.23E+11,95849777406,3,3
2003,Malaysia,11197.77,0.036,0.036,0.036,1.29E+11,1.00E+11,3,3
2004,Malaysia,11733.71,0.038,0.034,0.035,1.50E+11,1.20E+11,3,3
2005,Malaysia,12130.59,0.037,0.034,0.035,1.62E+11,1.31E+11,3,3
2006,Malaysia,12572.78,0.034,0.033,0.033,1.73E+11,1.41E+11,3,3
2007,Malaysia,13122.11,0.034,0.031,0.032,1.79E+11,1.50E+11,3,3
2008,Malaysia,13510,0.037,0.032,0.033,1.82E+11,1.53E+11,6,6
2009,Malaysia,13071.89,0.038,0.036,0.037,1.62E+11,1.34E+11,6,6
2010,Malaysia,13766.52,0.036,0.033,0.034,1.81E+11,1.54E+11,6,6
2011,Malaysia,14223.4,0,0,0,1.88E+11,1.64E+11,6,6
2012,Malaysia,14774.64,0,0,0,1.89E+11,1.71E+11,6,6
1980,Mali,806.92,0,0,0,241408043.9,610773270.6,-7,-7
1981,Mali,756.69,0,0,0,228721570.6,590006967.5,-7,-7
1982,Mali,707.28,0,0,0,232518911.5,584876634.7,-7,-7
1983,Mali,726.55,0,0,0,256764117.6,659072336.7,-7,-7
1984,Mali,744.2,0,0,0,299673559.4,762131981.6,-7,-7
1985,Mali,648.64,0,0,0,293142402.4,1024537039,-7,-7
1986,Mali,693.1,0,0,0,314673435.7,941887787.4,-7,-7
1987,Mali,680.53,0,0,0,319634834.2,887871439.5,-7,-7
1988,Mali,681.73,0,0,0,311848186.3,928585906.6,-7,-7
1989,Mali,750.9,0,0,0,346255942.7,981201861.2,-7,-7
1990,Mali,724.25,0,0,0,366869074.4,1065140644,-7,-7
1991,Mali,720.89,0,0,0,413626096.3,1094873463,-88,0
1992,Mali,762.92,0,0,0,441412897.2,1172156648,7,7
1993,Mali,728,0,0,0,455647197.1,1080721108,7,7
1994,Mali,715.85,0,0,0,487957056.1,1008600666,7,7
1995,Mali,740.89,0,0,0,518151717.4,1079311476,7,7
1996,Mali,745.39,0,0,0,533706377.8,1163384218,7,7
1997,Mali,775.59,0.033,0.033,0.033,773271589.4,1282163055,6,6
1998,Mali,801.21,0,0,0,772499549.9,1353965058,6,6
1999,Mali,832.46,0,0,0,906914471.6,1462282263,6,6
2000,Mali,835.38,0,0,0,896033789.9,1487058854,6,6
2001,Mali,909.67,0,0,0,1119402305,1930427038,6,6
2002,Mali,919.6,0,0,0,1474157579,1730068827,7,7
2003,Mali,958.35,0,0,0,1253033942,1963628118,7,7
2004,Mali,949.41,0.109,0.072,0.088,1250527874,1908646531,7,7
2005,Mali,976.07,0,0,0,1359323799,1979266453,7,7
2006,Mali,1026.75,0,0,0,1512927389,2060416377,7,7
2007,Mali,1037.22,0,0,0,1564366920,2122228869,7,7
2008,Mali,1054.65,0,0,0,,,7,7
2009,Mali,1067.46,0,0,0,,,7,7
2010,Mali,1095.12,0,0,0,,,7,7
2011,Mali,1091.4,0,0,0,,,7,7
2012,Mali,1046.72,0,0,0,,,-77,0
1980,Mauritania,1946.39,0,0,0,663309295.4,781520375.8,-7,-7
1981,Mauritania,1956.75,0,0,0,816388017.7,965136314.3,-7,-7
1982,Mauritania,1857.13,0,0,0,749059996.2,1149241299,-7,-7
1983,Mauritania,1872.55,0,0,0,971840756.1,1118324239,-7,-7
1984,Mauritania,1761.93,0,0,0,907978839.7,1055896198,-7,-7
1985,Mauritania,1765.14,0,0,0,1001557695,1066411596,-7,-7
1986,Mauritania,1815.76,0,0,0,1024451906,1210023100,-7,-7
1987,Mauritania,1800.97,0,0,0,936526389.4,1066471142,-7,-7
1988,Mauritania,1783.28,0.358,0.219,0.258,998108103.6,970149464.4,-7,-7
1989,Mauritania,1818.49,0,0,0,907206094.7,899206768.8,-7,-7
1990,Mauritania,1737.86,0,0,0,807676790.8,942448191.2,-7,-7
1991,Mauritania,1720.31,0,0,0,858561064.8,798832991.3,-6,-6
1992,Mauritania,1703.78,0,0,0,828036078.5,723086018.4,-6,-6
1993,Mauritania,1753.08,0,0,0,795768000.2,707565061.8,-6,-6
1994,Mauritania,1651.11,0,0,0,834966859.5,693057042.8,-6,-6
1995,Mauritania,1761.23,0,0,0,868085270.8,845485197.3,-6,-6
1996,Mauritania,1809.9,0,0,0,859044344.4,853234085.9,-6,-6
1997,Mauritania,1686.24,0,0,0,717453911.1,756156198.5,-6,-6
1998,Mauritania,1710.91,0,0,0,659557860.7,542771554.9,-6,-6
1999,Mauritania,1788.57,0,0,0,673484331.3,574987582.3,-6,-6
2000,Mauritania,1728.03,0.412,0.089,0.206,700717959.1,715594557,-6,-6
2001,Mauritania,1710.13,0,0,0,741398762.9,785977091.3,-6,-6
2002,Mauritania,1670.03,0,0,0,671567152.8,743449827.2,-6,-6
2003,Mauritania,1717.22,0,0,0,532781741.9,936996307.1,-6,-6
2004,Mauritania,1762.57,0,0,0.325,671125555.5,1421211631,-6,-6
2005,Mauritania,1865.26,0,0,0,671152482.2,1801743693,-5,-5
2006,Mauritania,2154.53,0,0,0,1097611599,1456194302,-3,-3
2007,Mauritania,2128.61,0,0,0,1057437017,1633825994,4,4
2008,Mauritania,2143.69,0.44,0.239,0.312,1081563438,1783566689,-5,-5
2009,Mauritania,2061.42,0,0,0,758960975,1580090748,-2,-2
2010,Mauritania,2110.19,0,0,0,900546239.8,1945130752,-2,-2
2011,Mauritania,2138.34,0,0,0,1072906006,2157657959,-2,-2
2012,Mauritania,2243.59,0,0,0,1071333402,2704231604,-2,-2
1980,Mauritius,3728.91,0,0,0,915067052.4,1118648097,9,9
1981,Mauritius,3895.3,0,0,0,869361979.8,1007724703,9,9
1982,Mauritius,4061.22,0,0,0,956265991.1,927090354.8,10,10
1983,Mauritius,4035.87,0,0,0,965086675.8,954939459.1,10,10
1984,Mauritius,4190.2,0,0,0,1004866234,1040860275,10,10
1985,Mauritius,4451.76,0,0,0,1124896727,1112540072,10,10
1986,Mauritius,4844.07,0,0,0,1428259098,1424101927,10,10
1987,Mauritius,5233.49,0,0,0,1688209864,1929658112,10,10
1988,Mauritius,5545.52,0,0,0,1892448822,2313652557,10,10
1989,Mauritius,5748.51,0,0,0,1951172920,2348317837,10,10
1990,Mauritius,6104.29,0,0,0,2111152907,2613787611,10,10
1991,Mauritius,6306.6,0,0,0,2203115539,2571365002,10,10
1992,Mauritius,6629.52,0.036,0.032,0.033,2276091022,2643056893,10,10
1993,Mauritius,6884.34,0.049,0.035,0.039,2428562393,2836804446,10,10
1994,Mauritius,7069.41,0.06,0.038,0.045,2499477275,3005702943,10,10
1995,Mauritius,7309.4,0,0,0,2669872307,2924805601,10,10
1996,Mauritius,7639.31,0.082,0.046,0.058,2951494341,3251977111,10,10
1997,Mauritius,7973.33,0.085,0.056,0.066,3055600279,3567603061,10,10
1998,Mauritius,8368.9,0.085,0.061,0.069,3310081082,3826377553,10,10
1999,Mauritius,8478.92,0.09,0.07,0.077,3355751721,4008020403,10,10
2000,Mauritius,9153.88,0.096,0.083,0.088,3491008073,3921255952,10,10
2001,Mauritius,9287.67,0.095,0.054,0.068,4034766482,4037817868,10,10
2002,Mauritius,9403.12,0.109,0.053,0.072,3548052697,3907340505,10,10
2003,Mauritius,9646.42,0.115,0.057,0.077,3411146020,3784599923,10,10
2004,Mauritius,10113.22,0.133,0.058,0.085,3399280236,3890965151,10,10
2005,Mauritius,10157.51,0.165,0.058,0.096,3761158204,4138392812,10,10
2006,Mauritius,10478.88,0.155,0.056,0.091,4050727483,4525234529,10,10
2007,Mauritius,11026.72,0.144,0.053,0.085,4124037464,4639829372,10,10
2008,Mauritius,11560.17,0.126,0.041,0.072,4288992690,4722667605,10,10
2009,Mauritius,11850.36,0.123,0.044,0.073,4142322339,4219637252,10,10
2010,Mauritius,12702.14,0.128,0.046,0.077,4803765465,4652528862,10,10
2011,Mauritius,13128.28,0.123,0.052,0.079,5055153888,4942975605,10,10
2012,Mauritius,13487.2,0,0,0,5285836623,4975312484,10,10
1980,Mexico,10009.04,0,0,0,25875117398,47968998163,-3,-3
1981,Mexico,10650.44,0,0,0,28816792675,56468766417,-3,-3
1982,Mexico,10367.41,0,0,0,35315945815,35093914959,-3,-3
1983,Mexico,9738.09,0,0,0,40340719736,23233940555,-3,-3
1984,Mexico,9895.29,0,0,0,42660212173,27372702815,-3,-3
1985,Mexico,9955.26,0,0,0,40757761210,30379486012,-3,-3
1986,Mexico,9394.42,0,0,0,42588407288,28075495894,-3,-3
1987,Mexico,9381.05,0,0,0,46630297775,29520286941,-3,-3
1988,Mexico,9309.83,0.037,0.02,0.025,49317411758,40358452976,0,0
1989,Mexico,9506.09,0,0,0,52109566235,47609801920,0,0
1990,Mexico,9784.82,0,0,0,54874072727,57009983065,0,0
1991,Mexico,9987.58,0.042,0.025,0.03,57656326548,65662746423,0,0
1992,Mexico,10134.62,0.04,0.027,0.031,60530114983,78543338749,0,0
1993,Mexico,10118.57,0.04,0.029,0.032,65428195123,80003884058,0,0
1994,Mexico,10356.37,0.048,0.04,0.042,77073371267,97006938368,4,4
1995,Mexico,9523.95,0.086,0.06,0.069,1.00E+11,82415787777,4,4
1996,Mexico,9827.11,0.069,0.044,0.052,1.19E+11,1.01E+11,4,4
1997,Mexico,10305.61,0.061,0.03,0.041,1.31E+11,1.24E+11,6,6
1998,Mexico,10627.6,0.049,0.029,0.036,1.47E+11,1.45E+11,6,6
1999,Mexico,10862.51,0.035,0.019,0.025,1.66E+11,1.65E+11,6,6
2000,Mexico,11406.1,0.033,0.022,0.026,1.92E+11,2.01E+11,8,8
2001,Mexico,11229.68,0.033,0.021,0.025,1.86E+11,1.98E+11,8,8
2002,Mexico,11175.71,0.035,0.025,0.029,1.88E+11,2.00E+11,8,8
2003,Mexico,11187.06,0.036,0.026,0.03,1.93E+11,2.02E+11,8,8
2004,Mexico,11499.48,0.047,0.031,0.037,2.16E+11,2.23E+11,8,8
2005,Mexico,11723.37,0.036,0.034,0.035,2.30E+11,2.42E+11,8,8
2006,Mexico,12174.88,0.035,0.03,0.032,2.55E+11,2.73E+11,8,8
2007,Mexico,12415.32,0.037,0.032,0.034,2.70E+11,2.92E+11,8,8
2008,Mexico,12405.98,0.039,0.033,0.035,2.71E+11,3.00E+11,8,8
2009,Mexico,11521.55,0.048,0.054,0.052,2.35E+11,2.45E+11,8,8
2010,Mexico,11979.42,0.052,0.052,0.052,2.85E+11,2.95E+11,8,8
2011,Mexico,12291.37,0.052,0.053,0.053,3.04E+11,3.14E+11,8,8
2012,Mexico,12616.64,0,0,0,3.19E+11,3.36E+11,8,8
1991,Moldova,3839.38,0,0,0,,,5,5
1992,Moldova,2719.92,0,0,0,878069118.9,1019979482,5,5
1993,Moldova,2690.18,0,0,0,475630141.7,745277385.6,7,7
1994,Moldova,1864.45,0,0,0,596616789.3,766393128.7,7,7
1995,Moldova,1847.8,0,0,0,770832086.1,969175904.7,7,7
1996,Moldova,1755.23,0,0,0,853585844.4,1269686172,7,7
1997,Moldova,1787.26,0,0,0,867764741.1,1425797645,7,7
1998,Moldova,1674.23,0,0,0,638564569.7,1277800271,7,7
1999,Moldova,1619.87,0.089,0.133,0.111,655614047,1022233759,7,7
2000,Moldova,1657.25,0.072,0.097,0.085,723947990.3,1288593207,7,7
2001,Moldova,1762.28,0.059,0.087,0.073,833279540.6,1443707639,8,8
2002,Moldova,1904.15,0.055,0.081,0.068,1000593158,1703662240,8,8
2003,Moldova,2035.54,0.064,0.096,0.08,1190413197,2190325878,8,8
2004,Moldova,2191.8,0.063,0.101,0.082,1289280256,2197910665,8,8
2005,Moldova,2361.95,0.06,0.087,0.073,1528280000,2739310000,8,8
2006,Moldova,2481.63,0.058,0.089,0.074,1526593263,3037562749,8,8
2007,Moldova,2563.93,0.039,0.062,0.051,1756400813,3480861702,8,8
2008,Moldova,2768.27,0.034,0.046,0.04,1744802062,3580195527,8,8
2009,Moldova,2605.75,0.049,0.078,0.064,1744311385,3126950892,8,8
2010,Moldova,2793.38,0.057,0.091,0.074,2243543522,3730059220,8,8
2011,Moldova,2973.61,0.056,0.077,0.067,2339034916,3823863559,8,8
2012,Moldova,2950.86,0,0,0,2488435196,3989644879,8,8
1981,Mongolia,1999.26,0,0,0,,,-7,-7
1982,Mongolia,2112.13,0,0,0,,,-7,-7
1983,Mongolia,2179.59,0,0,0,,,-7,-7
1984,Mongolia,2249.84,0,0,0,,,-7,-7
1985,Mongolia,2315.5,0,0,0,,,-7,-7
1986,Mongolia,2462.83,0,0,0,,,-7,-7
1987,Mongolia,2476.54,0,0,0,,,-7,-7
1988,Mongolia,2532.82,0,0,0,,,-7,-7
1989,Mongolia,2575.43,0,0,0,,,-7,-7
1990,Mongolia,2444.16,0,0,0,,,2,2
1991,Mongolia,2197.69,0,0,0,,,2,2
1992,Mongolia,1971.52,0,0,0,,,9,9
1993,Mongolia,1892.43,0,0,0,,,9,9
1994,Mongolia,1918.16,0,0,0,,,9,9
1995,Mongolia,2024.89,0,0,0,,,9,9
1996,Mongolia,2053.59,0,0,0,,,10,10
1997,Mongolia,2116.14,0,0,0,,,10,10
1998,Mongolia,2168.35,0.064,0.054,0.059,,,10,10
1999,Mongolia,2215.57,0,0,0,,,10,10
2000,Mongolia,2221.07,0,0,0,,,10,10
2001,Mongolia,2265.68,0,0,0,,,10,10
2002,Mongolia,2350.03,0.038,0.031,0.034,,,10,10
2003,Mongolia,2488.8,0.038,0.032,0.035,,,10,10
2004,Mongolia,2722.75,0.039,0.033,0.036,,,10,10
2005,Mongolia,2885.28,0.036,0.03,0.033,1482963088,1605161646,10,10
2006,Mongolia,3091.78,0,0,0,1573977796,1713095432,10,10
2007,Mongolia,3361.9,0,0,0,1718828278,2187448747,10,10
2008,Mongolia,3608.6,0,0,0,1844005642,2690142715,10,10
2009,Mongolia,3510.31,0,0,0,2208130711,2564381431,10,10
2010,Mongolia,3677.98,0,0,0,2357210573,3181189281,10,10
2011,Mongolia,4257.05,0,0,0,3020152125,4637602816,10,10
2012,Mongolia,4707.7,0,0,0,3013288421,5309255937,10,10
2006,Montenegro,9090.28,0,0,0,1227770116,1928281240,9,9
2007,Montenegro,10047.53,0.209,0.181,0.194,1297013398,2467891217,9,9
2008,Montenegro,10726.07,0.179,0.159,0.168,1241063677,2800935201,9,9
2009,Montenegro,10102.29,0.204,0.18,0.191,918568002.4,2013759765,9,9
2010,Montenegro,10343.66,0.207,0.189,0.197,955345259.2,1951835469,9,9
2011,Montenegro,10664.92,0.2,0.195,0.197,1128316806,2013185160,9,9
2012,Montenegro,10710.7,0,0,0,1396545454,2280823526,9,9
1980,Morocco,2307.43,0,0,0,3338768767,5768345685,-8,-8
1981,Morocco,2190.25,0,0,0,3502551514,6147849435,-8,-8
1982,Morocco,2343.63,0,0,0,3814439866,6236802053,-8,-8
1983,Morocco,2275.36,0,0,0,4246029662,5981152421,-8,-8
1984,Morocco,2318.89,0,0,0,4497260911,6390800304,-8,-8
1985,Morocco,2409.95,0,0,0,4857088343,6742086509,-8,-8
1986,Morocco,2553.03,0,0,0,4840344121,6657131516,-8,-8
1987,Morocco,2435.6,0.185,0.134,0.147,5311545917,7326457803,-8,-8
1988,Morocco,2634.54,0.173,0.128,0.139,6461137829,7955261910,-8,-8
1989,Morocco,2644,0.198,0.15,0.163,6294442778,8545646907,-8,-8
1990,Morocco,2698.7,0.204,0.142,0.158,7427988775,9433739841,-8,-8
1991,Morocco,2832.51,0.233,0.153,0.173,7672269402,10073560004,-8,-8
1992,Morocco,2671.05,0.253,0.13,0.16,8028389409,11384268701,-7,-7
1993,Morocco,2599.88,0.217,0.142,0.159,8421388183,10911718115,-7,-7
1994,Morocco,2823.08,0,0,0,9179313946,11528988997,-7,-7
1995,Morocco,2596.5,0.322,0.187,0.229,9628210379,13042947509,-7,-7
1996,Morocco,2870.1,0.236,0.161,0.181,10020187816,12457959605,-7,-7
1997,Morocco,2765.65,0.218,0.153,0.169,10671224363,13504670718,-7,-7
1998,Morocco,2936.32,0.244,0.175,0.191,11132454941,14076636855,-6,-6
1999,Morocco,2913.48,0.133,0.142,0.139,12235675471,15072124397,-6,-6
2000,Morocco,2923.98,0.13,0.138,0.136,13282898573,16218889561,-6,-6
2001,Morocco,3109.24,0.125,0.124,0.125,15024038966,16440268269,-6,-6
2002,Morocco,3178.23,0.125,0.113,0.116,15873372849,17498820728,-6,-6
2003,Morocco,3344.91,0.13,0.115,0.119,15975402062,18737707580,-6,-6
2004,Morocco,3471.35,0.113,0.106,0.108,16977661127,20585353304,-6,-6
2005,Morocco,3540.42,0.115,0.108,0.11,19234404963,22568640722,-6,-6
2006,Morocco,3779.25,0.097,0.097,0.097,21469556571,24409901775,-6,-6
2007,Morocco,3845.37,0.084,0.102,0.097,22583691855,28077960647,-6,-6
2008,Morocco,4020.92,0.098,0.095,0.096,24224108058,31501447515,-6,-6
2009,Morocco,4167.55,0.095,0.09,0.091,20647390932,29607284898,-6,-6
2010,Morocco,4268.03,0.096,0.089,0.091,24003677502,30582966928,-6,-6
2011,Morocco,4421.11,0.102,0.084,0.089,24460114790,32709479507,-4,-4
2012,Morocco,4475.24,0,0,0,26464889247,34897147867,-4,-4
1980,Mozambique,434.92,0,0,0,350737910.8,1807773428,-8,-8
