Year,country,gdppc,unempf,unempm,unemp,export,import,polity,polity2
1997,Italy,26005,0.164,0.094,0.12,3.77E+11,3.27E+11,10,10
1998,Italy,26374.01,0.165,0.094,0.121,3.87E+11,3.57E+11,10,10
1999,Italy,26752.22,0.163,0.088,0.117,3.83E+11,3.73E+11,10,10
2000,Italy,27717.07,0.149,0.083,0.108,4.27E+11,4.09E+11,10,10
2001,Italy,28215.94,0.13,0.074,0.096,4.39E+11,4.17E+11,10,10
2002,Italy,28253.97,0.126,0.07,0.092,4.26E+11,4.18E+11,10,10
2003,Italy,28021.54,0.119,0.069,0.089,4.21E+11,4.27E+11,10,10
2004,Italy,28226.87,0.102,0.063,0.079,4.47E+11,4.48E+11,10,10
2005,Italy,28279.87,0.101,0.062,0.077,4.62E+11,4.63E+11,10,10
2006,Italy,28737.72,0.088,0.054,0.068,5.01E+11,5.00E+11,10,10
2007,Italy,29007.91,0.079,0.049,0.061,5.32E+11,5.26E+11,10,10
2008,Italy,28453.56,0.085,0.055,0.067,5.17E+11,5.10E+11,10,10
2009,Italy,26729.15,0.093,0.068,0.078,4.27E+11,4.42E+11,10,10
2010,Italy,27059.1,0.097,0.076,0.084,4.75E+11,4.98E+11,10,10
2011,Italy,27052.74,0.096,0.076,0.084,5.03E+11,5.00E+11,10,10
2012,Italy,26327.59,0,0,0,5.15E+11,4.61E+11,10,10
2005,Jamaica,7082.61,0.153,0.074,0.109,3908386076,6117958861,9,9
1980,Japan,17834.51,0.02,0.02,0.02,1.81E+11,1.92E+11,10,10
1981,Japan,18442.66,0.022,0.023,0.023,2.05E+11,1.96E+11,10,10
1982,Japan,18936.47,0.022,0.024,0.023,2.08E+11,1.95E+11,10,10
1983,Japan,19383.52,0.026,0.027,0.027,2.18E+11,1.88E+11,10,10
1984,Japan,20120.72,0.028,0.026,0.027,2.52E+11,2.08E+11,10,10
1985,Japan,21264.64,0.027,0.026,0.026,2.65E+11,2.03E+11,10,10
1986,Japan,21733.83,0.028,0.027,0.028,2.51E+11,2.10E+11,10,10
1987,Japan,22515.52,0.028,0.029,0.029,2.51E+11,2.29E+11,10,10
1988,Japan,24021.93,0.026,0.025,0.025,2.68E+11,2.72E+11,10,10
1989,Japan,25208.53,0.023,0.022,0.022,2.93E+11,3.21E+11,10,10
1990,Japan,26522.55,0.022,0.02,0.021,3.14E+11,3.47E+11,10,10
1991,Japan,27319.33,0.022,0.019,0.021,3.31E+11,3.43E+11,10,10
1992,Japan,27474.8,0.022,0.021,0.022,3.45E+11,3.39E+11,10,10
1993,Japan,27453.95,0.027,0.024,0.025,3.47E+11,3.35E+11,10,10
1994,Japan,27596.86,0.03,0.028,0.029,3.60E+11,3.62E+11,10,10
1995,Japan,28025.68,0.033,0.031,0.032,3.75E+11,4.04E+11,10,10
1996,Japan,28683.54,0.034,0.034,0.034,3.97E+11,4.61E+11,10,10
1997,Japan,29064.95,0.034,0.034,0.034,4.41E+11,4.67E+11,10,10
1998,Japan,28410.86,0.04,0.041,0.041,4.29E+11,4.36E+11,10,10
1999,Japan,28300.5,0.045,0.048,0.047,4.37E+11,4.50E+11,10,10
2000,Japan,28889.2,0.045,0.05,0.048,4.92E+11,4.98E+11,10,10
2001,Japan,28928.27,0.048,0.052,0.05,4.58E+11,5.03E+11,10,10
2002,Japan,28944.65,0.051,0.056,0.054,4.94E+11,5.05E+11,10,10
2003,Japan,29369.49,0.049,0.055,0.052,5.40E+11,5.24E+11,10,10
2004,Japan,30052.7,0.044,0.049,0.047,6.16E+11,5.66E+11,10,10
2005,Japan,30441.35,0.042,0.046,0.044,6.54E+11,5.90E+11,10,10
2006,Japan,30960.81,0.038,0.043,0.041,7.19E+11,6.17E+11,10,10
2007,Japan,31635.88,0.037,0.04,0.039,7.82E+11,6.31E+11,10,10
2008,Japan,31322.7,0.038,0.041,0.04,7.93E+11,6.33E+11,10,10
2009,Japan,29625.39,0.047,0.053,0.05,6.01E+11,5.34E+11,10,10
2010,Japan,31029.75,0.045,0.054,0.05,7.48E+11,5.93E+11,10,10
2011,Japan,30764.24,0.041,0.048,0.045,7.45E+11,6.28E+11,10,10
2012,Japan,31425.49,0,0,0,,,10,10
1980,Jordan,3931.31,0,0,0,2055592693,6070118520,-10,-10
1981,Jordan,3959.79,0,0,0,2462427630,7357143625,-10,-10
1982,Jordan,4085.52,0,0,0,2405848102,6789762112,-10,-10
1983,Jordan,4003.72,0.228,0.048,0.066,2288900239,6175309832,-10,-10
1984,Jordan,4187.02,0,0,0,2531066750,6864312263,-9,-9
1985,Jordan,4179.86,0,0,0,2637905822,6356575909,-9,-9
1986,Jordan,4310.03,0.223,0.124,0.133,2275191134,5104538366,-9,-9
1987,Jordan,4275.89,0.254,0.136,0.148,2795476539,6649422662,-9,-9
1988,Jordan,4051.49,0,0,0,3393310433,7284648296,-9,-9
1989,Jordan,3382.56,0,0,0,3313230840,7985539031,-4,-4
1990,Jordan,3292.67,0,0,0,3517548733,7375327063,-4,-4
1991,Jordan,2998.07,0,0,0,3339686039,5400400874,-4,-4
1992,Jordan,3378.48,0,0,0,3514772543,6607356264,-2,-2
1993,Jordan,3378.37,0.3,0.181,0.197,3733003724,6935393932,-2,-2
1994,Jordan,3411.44,0,0,0,3882681945,6984543199,-2,-2
1995,Jordan,3506.79,0.299,0.121,0.146,4201516653,7115939238,-2,-2
1996,Jordan,3472.39,0.243,0.12,0.137,4242288259,7318082471,-2,-2
1997,Jordan,3479.44,0,0,0,4124862780,7078836036,-2,-2
1998,Jordan,3476.65,0,0,0,4181560552,6991411765,-2,-2
1999,Jordan,3530.04,0,0,0,4219146295,6985838793,-2,-2
2000,Jordan,3590.89,0,0,0,4318603822,7987941048,-2,-2
2001,Jordan,3687.85,0.197,0.151,0.158,4535298644,8089165805,-2,-2
2002,Jordan,3807.53,0.196,0.156,0.162,5364722686,8367626351,-2,-2
2003,Jordan,3869.82,0.197,0.147,0.154,5636137482,8395367738,-2,-2
2004,Jordan,4100.98,0.165,0.118,0.124,6456769144,10118804305,-2,-2
2005,Jordan,4334.88,0,0,0,6634978924,11859379551,-2,-2
2006,Jordan,4580.53,0,0,0,7462170213,12271088186,-2,-2
2007,Jordan,4845.61,0.259,0.102,0.131,7633687738,13062292971,-3,-3
2008,Jordan,5083.81,0.243,0.101,0.127,6713457067,13465819980,-3,-3
2009,Jordan,5245.63,0.241,0.103,0.129,6468286009,12614795758,-3,-3
2010,Jordan,5250.36,0.217,0.104,0.125,8030435782,12189407442,-3,-3
2011,Jordan,5268.4,0.212,0.11,0.129,7627728224,11767408254,-3,-3
2012,Jordan,5298.47,0,0,0,7911081135,12228388320,-3,-3
1991,Kazakhstan,6270.01,0,0,0,22169796329,55419990438,-3,-3
1992,Kazakhstan,5941.82,0,0,0,19620269751,43061332571,-3,-3
1993,Kazakhstan,5431.08,0,0,0,18286091408,32209876763,-3,-3
1994,Kazakhstan,4816.13,0,0,0.075,16274621353,30406123664,-3,-3
1995,Kazakhstan,4499.36,0,0,0.11,17088352421,24355305055,-4,-4
1996,Kazakhstan,4590.87,0,0,0.13,17430119469,20190547891,-4,-4
1997,Kazakhstan,4743.26,0,0,0.13,17639280903,21704838982,-4,-4
1998,Kazakhstan,4734.16,0,0,0.131,15540206475,20142090576,-4,-4
1999,Kazakhstan,4908.51,0,0,0.135,17513812698,16456088000,-4,-4
2000,Kazakhstan,5405.77,0,0,0.128,22102431625,21063792640,-4,-4
2001,Kazakhstan,6145.99,0.12,0.089,0.104,21704587855,20747835751,-4,-4
2002,Kazakhstan,6748.02,0.112,0.075,0.093,25307549439,21391018659,-6,-6
2003,Kazakhstan,7350.81,0.104,0.072,0.088,27205615647,19765301241,-6,-6
2004,Kazakhstan,8000.7,0.098,0.07,0.084,30252644600,22710331126,-6,-6
2005,Kazakhstan,8699.1,0.096,0.067,0.081,30585423691,25549122517,-6,-6
2006,Kazakhstan,9528.59,0.092,0.064,0.078,32573476230,28666115464,-6,-6
2007,Kazakhstan,10258.61,0.087,0.059,0.073,35505089091,36061973253,-6,-6
2008,Kazakhstan,10468.82,0.079,0.053,0.066,35824634893,31986970276,-6,-6
2009,Kazakhstan,10318.3,0.075,0.056,0.066,31597327976,26965015942,-6,-6
2010,Kazakhstan,10915.66,0.066,0.049,0.058,32197677207,27207701086,-6,-6
2011,Kazakhstan,11567.53,0.062,0.046,0.054,33324595909,29085032461,-6,-6
2012,Kazakhstan,11973.25,0,0,0,33398746233,30052930368,-6,-6
1980,Kenya,1374.9,0,0,0,1965981315,2509894891,-6,-6
1981,Kenya,1373.32,0,0,0,1883663101,1981905940,-6,-6
1982,Kenya,1341.72,0,0,0,1943569146,1662289909,-7,-7
1983,Kenya,1308.5,0,0,0,1899165589,1356490750,-7,-7
1984,Kenya,1282.19,0,0,0,1915775399,1598854163,-7,-7
1985,Kenya,1288.52,0,0,0,2044468201,1484992599,-7,-7
1986,Kenya,1331.41,0,0,0,2244250986,1735129032,-7,-7
1987,Kenya,1360.68,0,0,0,2250075493,1965668234,-7,-7
1988,Kenya,1395.02,0,0,0,2353742849,2143113758,-7,-7
1989,Kenya,1410.85,0,0,0,2575184826,2352441837,-7,-7
1990,Kenya,1421.11,0,0,0,3155642293,2431917670,-7,-7
1991,Kenya,1394.53,0,0,0,3116443143,2322897775,-5,-5
1992,Kenya,1339.18,0,0,0,3092148529,2268503105,-5,-5
1993,Kenya,1302.19,0,0,0,4066812135,3035594754,-5,-5
1994,Kenya,1296.56,0,0,0,4019817448,3546242626,-5,-5
1995,Kenya,1315.01,0,0,0,3711849439,4166536187,-5,-5
1996,Kenya,1332.21,0,0,0,3881070175,4242389002,-5,-5
1997,Kenya,1303.51,0,0,0,3467907708,4690096176,-2,-2
1998,Kenya,1312.01,0,0,0,3298523006,4909624913,-2,-2
1999,Kenya,1308.07,0,0,0.098,3604633268,4837004881,-2,-2
2000,Kenya,1281.99,0,0,0,3645545259,4929801873,-2,-2
2001,Kenya,1295.61,0,0,0,3777054079,5889612226,-2,-2
2002,Kenya,1268.19,0,0,0,4045791682,5224913334,8,8
2003,Kenya,1270.55,0,0,0,4337576876,5221695236,8,8
2004,Kenya,1299.77,0,0,0,4883892023,5863748257,8,8
2005,Kenya,1339.96,0,0,0,5341992261,6739990236,8,8
2006,Kenya,1387.12,0,0,0,5505690549,7940476823,8,8
2007,Kenya,1445.02,0,0,0,5871701065,8818472580,7,7
2008,Kenya,1428.45,0,0,0,6294391212,9404013084,7,7
2009,Kenya,1428.77,0,0,0,5708388582,9667164921,7,7
2010,Kenya,1471.08,0,0,0,6716594910,10252313804,8,8
2011,Kenya,1494.59,0,0,0,7164597150,11849596923,8,8
2012,Kenya,1517.33,0,0,0,7741821397,13919602249,8,8
1980,Korea South,5543.57,0.035,0.062,0.052,17488578657,26662949991,-8,-8
1981,Korea South,5794.19,0.024,0.057,0.045,20281570091,28338919660,-5,-5
1982,Korea South,6123.26,0.025,0.055,0.044,21942699661,29439627752,-5,-5
1983,Korea South,6683.78,0.022,0.052,0.041,25077822667,32437597461,-5,-5
1984,Korea South,7136.63,0.022,0.048,0.038,27135178533,35003804160,-5,-5
1985,Korea South,7547.38,0.024,0.05,0.04,28262825224,35215152592,-5,-5
1986,Korea South,8272.2,0.021,0.049,0.038,35842233830,41705928097,-5,-5
1987,Korea South,9104.32,0.018,0.039,0.031,43648734901,49863119699,-88,1
1988,Korea South,9977.14,0.018,0.03,0.025,48739259267,56710594427,6,6
1989,Korea South,10548.27,0.018,0.031,0.026,46803001819,66610045796,6,6
1990,Korea South,11382.64,0.018,0.029,0.025,48887141599,75787422518,6,6
1991,Korea South,12337.01,0.02,0.027,0.024,54300565809,89920569022,6,6
1992,Korea South,12943.73,0.021,0.028,0.025,60927959947,94760233645,6,6
1993,Korea South,13615.12,0.023,0.033,0.029,68333229203,1.00E+11,6,6
1994,Korea South,14645.41,0.019,0.028,0.025,79458388953,1.22E+11,6,6
1995,Korea South,15761.32,0.017,0.023,0.021,98834399300,1.50E+11,6,6
1996,Korea South,16704.36,0.016,0.024,0.02,1.11E+11,1.71E+11,6,6
1997,Korea South,17318.08,0.023,0.028,0.026,1.35E+11,1.77E+11,6,6
1998,Korea South,16014.97,0.057,0.078,0.07,1.52E+11,1.39E+11,8,8
1999,Korea South,17410.07,0.051,0.072,0.063,1.74E+11,1.77E+11,8,8
2000,Korea South,18730.43,0.036,0.05,0.044,2.07E+11,2.12E+11,8,8
2001,Korea South,19331.15,0.033,0.045,0.04,2.00E+11,2.02E+11,8,8
2002,Korea South,20598.07,0.027,0.037,0.033,2.25E+11,2.31E+11,8,8
2003,Korea South,21070.53,0.033,0.038,0.036,2.57E+11,2.57E+11,8,8
2004,Korea South,21961.18,0.034,0.039,0.037,3.08E+11,2.87E+11,8,8
2005,Korea South,22783.27,0.034,0.04,0.037,3.32E+11,3.09E+11,8,8
2006,Korea South,23847.22,0.029,0.038,0.034,3.69E+11,3.44E+11,8,8
2007,Korea South,24948.26,0.026,0.037,0.032,4.16E+11,3.84E+11,8,8
2008,Korea South,25338.65,0.026,0.036,0.032,4.44E+11,4.01E+11,8,8
2009,Korea South,25299.18,0.03,0.041,0.036,4.38E+11,3.69E+11,8,8
2010,Korea South,26774.04,0.033,0.04,0.037,5.03E+11,4.33E+11,8,8
2011,Korea South,27554.12,0.031,0.036,0.034,5.50E+11,4.61E+11,8,8
2012,Korea South,27990.83,0,0,0,,,8,8
1980,Kuwait,40142.12,0,0,0,,,-10,-10
1981,Kuwait,30966.34,0,0,0,,,-8,-8
1982,Kuwait,25936.76,0,0,0,,,-8,-8
1983,Kuwait,27380.5,0.01,0.012,0.011,,,-8,-8
1984,Kuwait,27521.07,0,0,0,,,-8,-8
1985,Kuwait,25130.34,0,0,0,,,-8,-8
1986,Kuwait,25918.06,0,0,0,,,-10,-10
1987,Kuwait,26591.68,0,0,0,,,-10,-10
1988,Kuwait,22877.48,0.026,0.017,0.019,,,-10,-10
1989,Kuwait,28077.03,0,0,0,,,-10,-10
1995,Kuwait,42714.16,0,0,0.007,,,-7,-7
1996,Kuwait,42996.47,0,0,0.007,,,-7,-7
1997,Kuwait,42693,0,0,0.007,,,-7,-7
1998,Kuwait,42041.09,0,0,0.007,,,-7,-7
1999,Kuwait,39104.7,0,0,0.007,,,-7,-7
2000,Kuwait,39054.25,0,0,0.008,,,-7,-7
2001,Kuwait,37861.76,0,0,0.008,,,-7,-7
2002,Kuwait,37710,0,0,0.011,,,-7,-7
2003,Kuwait,42817.33,0,0,0.013,,,-7,-7
2004,Kuwait,45463.71,0,0,0.017,,,-7,-7
2005,Kuwait,48096.47,0.018,0.02,0.02,51691780822,22839041096,-7,-7
2006,Kuwait,48062.19,0,0,0,,,-7,-7
2007,Kuwait,47464.73,0,0,0,,,-7,-7
2008,Kuwait,47107.79,0,0,0,,,-7,-7
2009,Kuwait,42363.37,0,0,0,,,-7,-7
2010,Kuwait,41736.19,0,0,0,,,-7,-7
2011,Kuwait,43230.63,0,0,0,,,-7,-7
1991,Kyrgyzstan,2287.65,0,0,0,,,-3,-3
1992,Kyrgyzstan,1947.33,0,0,0,889858532.6,1809008869,-3,-3
1993,Kyrgyzstan,1645.81,0,0,0,1102372132,1933096212,-3,-3
1994,Kyrgyzstan,1315.71,0,0,0,893256037.3,1504532429,-3,-3
1995,Kyrgyzstan,1231.99,0,0,0,738154087.1,1226987918,-3,-3
1996,Kyrgyzstan,1299.89,0,0,0,787617780.8,1311581172,-3,-3
1997,Kyrgyzstan,1408.09,0,0,0,953430897.8,1046918103,-3,-3
1998,Kyrgyzstan,1416.07,0,0,0,870135741.5,1063108853,-3,-3
1999,Kyrgyzstan,1446.19,0,0,0,779650834.7,1010805919,-3,-3
2000,Kyrgyzstan,1506.62,0,0,0.075,861578715.7,1014764385,-3,-3
2001,Kyrgyzstan,1571.81,0,0,0.078,833678242.2,874279530.8,-3,-3
2002,Kyrgyzstan,1557.18,0.143,0.112,0.125,901033953,988631307.1,-3,-3
2003,Kyrgyzstan,1649.27,0.105,0.094,0.099,948693499.9,1146765099,-3,-3
2004,Kyrgyzstan,1743.93,0.093,0.08,0.085,1070265836,1333289828,-3,-3
2005,Kyrgyzstan,1721.34,0.091,0.074,0.081,952752450.1,1419574333,3,3
2006,Kyrgyzstan,1755.78,0.09,0.077,0.083,1037506744,2058277472,4,4
2007,Kyrgyzstan,1887.68,0.09,0.076,0.082,1305674074,2284701611,3,3
2008,Kyrgyzstan,2026.93,0.094,0.073,0.082,1424561899,2594930138,3,3
2009,Kyrgyzstan,2060.4,0,0,0,1409154146,2092396275,1,1
2010,Kyrgyzstan,2026.37,0,0,0,1244275112,1948823697,-88,4
2011,Kyrgyzstan,2121.1,0,0,0,1439884181,2239722834,7,7
2012,Kyrgyzstan,2076.6,0,0,0,1901933879,2956493803,7,7
1984,Laos,853.07,0,0,0,,,-7,-7
1985,Laos,871.85,0,0,0,,,-7,-7
1986,Laos,889.18,0,0,0,,,-7,-7
1987,Laos,851.92,0,0,0,,,-7,-7
1988,Laos,811.12,0,0,0,,,-7,-7
1989,Laos,899.75,0,0,0,,,-7,-7
1990,Laos,932.53,0,0,0,,,-7,-7
1991,Laos,944.68,0,0,0,,,-7,-7
1992,Laos,968.85,0,0,0,,,-7,-7
1993,Laos,997.73,0,0,0,,,-7,-7
1994,Laos,1050.68,0,0,0,,,-7,-7
1995,Laos,1096.78,0.026,0.026,0.026,,,-7,-7
1996,Laos,1145.69,0,0,0,,,-7,-7
1997,Laos,1197.97,0,0,0,,,-7,-7
1998,Laos,1220.55,0,0,0,672001032.2,880764155.7,-7,-7
1999,Laos,1285.69,0,0,0,695173788.5,822041252.3,-7,-7
2000,Laos,1337.49,0,0,0,631531574.5,927797343.5,-7,-7
2001,Laos,1393.24,0,0,0,633720526.7,841073202.3,-7,-7
2002,Laos,1455.73,0,0,0,665263877.1,835282960.3,-7,-7
2003,Laos,1523.76,0,0,0,712854948,889625928.6,-7,-7
2004,Laos,1597.87,0,0,0,780324083.9,1199227523,-7,-7
2005,Laos,1684.39,0.014,0.013,0.014,934396277.6,1272011196,-7,-7
2006,Laos,1796.9,0,0,0,1200364164,1364517497,-7,-7
2007,Laos,1895.68,0,0,0,1102959051,1533246129,-7,-7
2008,Laos,2002.11,0,0,0,1103669876,1524095095,-7,-7
2009,Laos,2108.07,0,0,0,1144418509,1485707058,-7,-7
2010,Laos,2242.12,0,0,0,1429462396,1524618937,-7,-7
2011,Laos,2375.7,0,0,0,1637265592,1907099059,-7,-7
2012,Laos,2521.51,0,0,0,,,-7,-7
1991,Latvia,8877.44,0,0,0,3524038217,3670040045,8,8
1992,Latvia,6109.68,0,0,0,4047392401,3964111665,8,8
1993,Latvia,5920.84,0,0,0,3116462581,2380025781,8,8
1994,Latvia,6152.63,0,0,0,3060366255,2691809159,8,8
1995,Latvia,6182.02,0,0,0,3280653256,3464453741,8,8
1996,Latvia,6489.06,0.198,0.206,0.202,3944848248,4452084089,8,8
1997,Latvia,7096.92,0.146,0.148,0.147,4462598758,4754356665,8,8
1998,Latvia,7502.5,0.135,0.154,0.145,4679297013,5657836998,8,8
1999,Latvia,7919.25,0.134,0.142,0.138,4396797690,5345075469,8,8
2000,Latvia,8529.21,0.134,0.15,0.142,4893768916,5512421958,8,8
2001,Latvia,9285.59,0.115,0.146,0.131,5258643260,6301238955,8,8
2002,Latvia,9955.88,0.116,0.148,0.132,5543121562,6595406431,8,8
2003,Latvia,10733.25,0.108,0.104,0.106,5833289430,7458838031,8,8
2004,Latvia,11727.82,0.104,0.095,0.099,6383940474,8696772957,8,8
2005,Latvia,13040.47,0.087,0.091,0.089,7675880131,9983407618,8,8
2006,Latvia,14716.11,0.062,0.074,0.068,8176866211,11918607663,8,8
2007,Latvia,16268.68,0.056,0.064,0.06,8993821105,13673903080,8,8
2008,Latvia,15647.09,0.069,0.08,0.074,9175820427,12141280999,8,8
2009,Latvia,12901.77,0.139,0.203,0.171,7883940140,8079991487,8,8
2010,Latvia,12948.33,0.157,0.217,0.187,8699571591,8772703447,8,8
2011,Latvia,14860.64,0.131,0.176,0.154,,,8,8
2012,Latvia,15946.28,0,0,0,,,8,8
1988,Lebanon,8704.13,0,0,0,,,-77,0
1989,Lebanon,4994.12,0,0,0,,,-77,0
1990,Lebanon,6257.49,0,0,0,,,-66,
1991,Lebanon,8492.52,0,0,0,,,-66,
1992,Lebanon,8656.43,0,0,0,,,-66,
1993,Lebanon,9009.98,0,0,0,,,-66,
1994,Lebanon,9489.69,0,0,0,859545494.2,7214130769,-66,
1995,Lebanon,9914,0,0,0,1280200580,7820516884,-66,
1996,Lebanon,10295.69,0,0,0,1741791314,8050415991,-66,
1997,Lebanon,9989.55,0,0,0.085,2213258087,7678148686,-66,
1998,Lebanon,10277.67,0,0,0,2326134249,7777964619,-66,
1999,Lebanon,10092.74,0,0,0,2451745499,7295730813,-66,
2000,Lebanon,9979.67,0,0,0,2490973427,6916352811,-66,
2001,Lebanon,9996.58,0,0,0,2909456963,8368786901,-66,
2002,Lebanon,9869.42,0,0,0,3273139083,8209779950,-66,
2003,Lebanon,9707.09,0,0,0,3505531958,8710576527,-66,
2004,Lebanon,9990.49,0.095,0.073,0.079,4452025586,9877793781,-66,
2005,Lebanon,9753.06,0,0,0,4674626866,9314759536,7,7
2006,Lebanon,9588.08,0,0,0,4632555224,9016687231,7,7
2007,Lebanon,10157.91,0.101,0.086,0.09,5271847845,10567557434,7,7
2008,Lebanon,10977.1,0,0,0,5995862835,12353296415,7,7
2009,Lebanon,11739.54,0,0,0,6097792503,14910428773,7,7
2010,Lebanon,12288.83,0,0,0,6878309944,15372652065,7,7
2011,Lebanon,12537.23,0,0,0,6720108815,14880727199,7,7
2012,Lebanon,12591.8,0,0,0,6974106476,14918505770,7,7
1980,Lesotho,783.45,0,0,0,56489578.44,970737516.6,-7,-7
1981,Lesotho,769.3,0,0,0,59255604.6,1034234097,-7,-7
1982,Lesotho,769.82,0,0,0,53025452.73,1098914653,-7,-7
1983,Lesotho,769.24,0,0,0,48919963.95,1119676769,-7,-7
1984,Lesotho,789.67,0,0,0,52794877.25,1181146263,-7,-7
1985,Lesotho,793.53,0,0,0,53306102.78,1148230794,-7,-7
1986,Lesotho,821.95,0.078,0.111,0.1,53343135.48,1067107826,-7,-7
1987,Lesotho,808.37,0,0,0,80351562.76,1181373882,-7,-7
1988,Lesotho,863.71,0,0,0,98393929.52,1269077620,-7,-7
1989,Lesotho,896.3,0,0,0,99321733.38,1315474691,-7,-7
1990,Lesotho,930.53,0,0,0,93946448.12,1303143202,-7,-7
1991,Lesotho,948.83,0,0,0,90621132.16,1401385123,-7,-7
1992,Lesotho,997.78,0,0,0,135519555.9,1462523714,-7,-7
1993,Lesotho,1010.86,0,0,0,178598045.4,1478835161,8,8
1994,Lesotho,1045.35,0,0,0,185891153.1,1527246717,8,8
1995,Lesotho,1048.78,0,0,0,207911385.7,1558333771,8,8
1996,Lesotho,1087.72,0,0,0,252170903.1,1641858522,8,8
1997,Lesotho,1118.03,0.471,0.307,0.393,258988899.2,1660099784,8,8
1998,Lesotho,1125.09,0,0,0,300542119.7,1555578622,-77,0
1999,Lesotho,1118.56,0.331,0.215,0.273,259596267.3,1458163135,-88,2
2000,Lesotho,1165.53,0,0,0,317695677.6,1458945271,-88,4
2001,Lesotho,1204.9,0,0,0,438543430.8,1575679322,-88,6
2002,Lesotho,1202.33,0,0,0,592539837.7,1566035749,8,8
2003,Lesotho,1249.94,0,0,0,691874645.8,1639928551,8,8
2004,Lesotho,1269.72,0,0,0,729622198.3,1664388731,8,8
2005,Lesotho,1294.7,0,0,0,668781320.5,1653948255,8,8
2006,Lesotho,1340.32,0,0,0,753827420.5,1698898555,8,8
2007,Lesotho,1392.74,0,0,0,786287738.1,1817283434,8,8
2008,Lesotho,1460.33,0.28,0.23,0.253,868841387.2,2026462047,8,8
2009,Lesotho,1499.39,0,0,0,831824506.7,1973588308,8,8
2010,Lesotho,1602.04,0,0,0,883778023.2,2164863522,8,8
2011,Lesotho,1645.05,0,0,0,897220995.6,2264257143,8,8
2012,Lesotho,1691.89,0,0,0,947274961.7,2327280967,8,8
1980,Liberia,1283.11,0,0,0,,,-7,-7
1981,Liberia,1211.36,0,0,0,,,-7,-7
1982,Liberia,1138.63,0,0,0,,,-7,-7
1983,Liberia,1079.3,0,0,0,,,-7,-7
1984,Liberia,1029.06,0,0,0,,,-6,-6
1985,Liberia,1004.77,0,0,0,,,-6,-6
1986,Liberia,983.69,0,0,0,,,-6,-6
1987,Liberia,978.56,0,0,0,,,-6,-6
1988,Liberia,969.97,0,0,0,,,-6,-6
1989,Liberia,722.41,0,0,0,,,-6,-6
1990,Liberia,359.5,0,0,0,,,-77,0
1991,Liberia,313.86,0,0,0,,,-77,0
1992,Liberia,207.49,0,0,0,,,-77,0
1993,Liberia,140.62,0,0,0,,,-77,0
1994,Liberia,109.32,0,0,0,,,-77,0
1995,Liberia,101.6,0,0,0,,,-77,0
1996,Liberia,107.8,0,0,0,,,-88,0
1997,Liberia,206.63,0,0,0,,,0,0
1998,Liberia,247.8,0,0,0,,,0,0
1999,Liberia,284.14,0,0,0,,,0,0
2000,Liberia,338.62,0,0,0,89175104.05,264655351.6,0,0
2001,Liberia,398.71,0,0,0,108130915,377794734.7,0,0
2002,Liberia,513.56,0,0,0,136747292.7,488263571.7,0,0
2003,Liberia,339.03,0,0,0,132319657.7,382124271.2,-88,1
2004,Liberia,315.61,0,0,0,122674867.1,371657378.8,-88,3
2005,Liberia,336.53,0,0,0,129087993.4,413287993.4,-88,5
2006,Liberia,356.89,0,0,0,132726277.3,451744414.9,6,6
2007,Liberia,396.76,0.042,0.068,0.056,142036228.7,482114873.8,6,6
2008,Liberia,420.58,0,0,0,148461130.8,499075569.2,6,6
2009,Liberia,459.84,0,0,0,162514616.1,561917840,6,6
2010,Liberia,492.56,0.041,0.034,0.037,172182743.8,630544148,6,6
2011,Liberia,523.01,0,0,0,176546776.8,675681696.6,6,6
2012,Liberia,564.29,0,0,0,,,6,6
1999,Libya,12502.75,0,0,0,,,-7,-7
2000,Libya,12756.83,0,0,0,,,-7,-7
2001,Libya,12016.78,0,0,0,,,-7,-7
2002,Libya,11679.08,0,0,0,,,-7,-7
2003,Libya,12997.25,0,0,0,,,-7,-7
2004,Libya,13361.2,0,0,0,,,-7,-7
2005,Libya,14454.43,0,0,0,29230455807,12452482127,-7,-7
2006,Libya,15059.52,0,0,0,,,-7,-7
2007,Libya,15699.07,0,0,0,,,-7,-7
2008,Libya,16033.05,0,0,0,,,-7,-7
2009,Libya,16129.54,0,0,0,,,-7,-7
1991,Lithuania,11770.23,0,0,0,,,10,10
1992,Lithuania,9278.07,0,0,0,,,10,10
1993,Lithuania,7809.47,0,0,0,,,10,10
1994,Lithuania,7095.86,0,0,0.174,,,10,10
1995,Lithuania,7385.96,0,0,0.171,5792908588,5471458395,10,10
1996,Lithuania,7828.04,0.159,0.153,0.156,6913636484,6744507776,10,10
1997,Lithuania,8475.03,0.139,0.143,0.141,8206099335,8427651671,10,10
1998,Lithuania,9187.89,0.119,0.154,0.137,8582795894,8951366052,10,10
1999,Lithuania,9154,0.121,0.147,0.134,7142578057,7841390045,10,10
2000,Lithuania,9518.29,0.136,0.182,0.159,7852346812,8213892854,10,10
2001,Lithuania,10212.66,0.141,0.195,0.168,9518475154,9659343139,10,10
2002,Lithuania,10952.05,0.128,0.132,0.13,11369153348,11369237684,10,10
2003,Lithuania,12126.24,0.132,0.126,0.129,12152166524,12546759085,10,10
2004,Lithuania,13088.14,0.116,0.111,0.113,12686632104,14417016740,10,10
2005,Lithuania,14197.27,0.083,0.082,0.083,14936643949,16783498964,10,10
2006,Lithuania,15402.25,0.054,0.058,0.056,16731918819,19081239056,10,10
